Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalFinishedSF,HighQualFinishedSF,TotalBaths,OverallQual * TotalBaths,OverallQual * TotalSF,TotalBaths * TotalSF,OverallQual + OverallCond,BsmtQual + BsmtCond,GarageQual + GarageCond,ExterQual + ExterCond,Heating + HeatingQC,SaleType + SaleCondition,Neighborhood + Condition1 + Condition2,Neighborhood + BldgType
371,60,RL,65.0,8121,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,953,953,GasA,Ex,Y,SBrkr,953,711,0,1664,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,RFn,2,460,TA,TA,Y,100,40,0,0,0,0,None,None,None,0,1,2006,WD,Normal,172400,2617,1664,2617,2.5,15.0,15702,6542.5,6+5,Gd+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,Gilbert+Norm+Norm,Gilbert+1Fam
372,50,RL,80.0,17120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1120,468,0,1588,0,0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,1991.0,Fin,2,680,TA,TA,N,0,59,0,0,0,0,None,None,None,0,7,2008,WD,Normal,134432,1588,1588,1588,2.0,8.0,6352,3176.0,4+4,None+None,TA+TA,TA+TA,GasA+TA,WD+Normal,ClearCr+Feedr+Norm,ClearCr+1Fam
373,120,RL,50.0,7175,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,623,LwQ,121,0,744,GasA,TA,Y,SBrkr,752,0,0,752,1,0,1,0,2,1,TA,4,Typ,0,None,Attchd,1984.0,Unf,1,264,TA,TA,Y,353,0,0,0,90,0,None,MnPrv,None,0,2,2010,WD,Normal,125000,1496,1496,1496,2.0,12.0,8976,2992.0,6+5,Gd+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,SawyerW+Norm+Norm,SawyerW+TwnhsE
374,20,RL,79.0,10634,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,428,LwQ,180,0,608,GasA,TA,Y,SBrkr,1319,0,0,1319,1,0,1,0,3,1,TA,5,Min2,0,None,Attchd,1953.0,Unf,1,270,TA,TA,Y,66,0,0,0,0,0,None,GdWo,None,0,11,2009,WD,Normal,123000,1927,1927,1927,2.0,10.0,9635,3854.0,5+6,TA+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,NAmes+Norm+Norm,NAmes+1Fam
375,60,RL,65.0,8200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,1081,0,1928,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,None,None,None,0,7,2007,WD,Normal,219500,2775,1928,2775,2.5,17.5,19425,6937.5,7+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,CollgCr+Norm+Norm,CollgCr+1Fam
376,30,RL,65.5,10020,Pave,None,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,350,Unf,0,333,683,GasA,Gd,N,FuseA,904,0,0,904,1,0,0,1,1,1,Fa,4,Maj1,0,None,None,0.0,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,3,2009,WD,Normal,61000,1587,1254,1587,1.5,1.5,1587,2380.5,1+1,Fa+Po,None+None,Fa+Fa,GasA+Gd,WD+Normal,Edwards+Norm+Norm,Edwards+1Fam
377,85,RL,57.0,8846,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,298,Unf,0,572,870,GasA,Ex,Y,SBrkr,914,0,0,914,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1998.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,148000,1784,1212,1784,1.0,5.0,8920,1784.0,5+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,CollgCr+Norm+Norm,CollgCr+1Fam
378,60,FV,102.0,11143,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,GasA,Ex,Y,SBrkr,1580,886,0,2466,0,0,3,0,4,1,Gd,8,Typ,1,Gd,Attchd,2004.0,RFn,2,610,TA,TA,Y,159,214,0,0,0,0,None,None,None,0,12,2007,WD,Normal,340000,4046,2466,4046,3.0,24.0,32368,12138.0,8+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,Somerst+Norm+Norm,Somerst+1Fam
379,20,RL,88.0,11394,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1445,Unf,0,411,1856,GasA,Ex,Y,SBrkr,1856,0,0,1856,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,2010.0,Fin,3,834,TA,TA,Y,113,0,0,0,0,0,None,None,None,0,6,2010,New,Partial,394432,3712,3301,3712,2.5,22.5,33408,9280.0,9+2,Ex+TA,TA+TA,Gd+TA,GasA+Ex,New+Partial,StoneBr+Norm+Norm,StoneBr+1Fam
380,60,RL,60.0,8123,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,982,982,GasA,Ex,Y,SBrkr,1007,793,0,1800,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2,463,TA,TA,Y,100,63,0,0,0,0,None,None,None,0,6,2009,WD,Normal,179000,2782,1800,2782,2.5,15.0,16692,6955.0,6+5,Gd+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,Gilbert+RRAn+Norm,Gilbert+1Fam
381,50,RL,50.0,5000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,218,Unf,0,808,1026,GasA,TA,Y,SBrkr,1026,665,0,1691,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Detchd,1924.0,Unf,1,308,TA,TA,Y,0,0,242,0,0,0,None,None,None,0,5,2010,WD,Normal,127000,2717,1909,2717,2.0,10.0,13585,5434.0,5+6,TA+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,SWISU+Norm+Norm,SWISU+1Fam
382,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1293,1293,GasA,Ex,Y,SBrkr,1301,0,0,1301,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2,572,TA,TA,Y,216,121,0,0,0,0,None,None,None,0,8,2006,New,Partial,187750,2594,1301,2594,3.0,21.0,18158,7782.0,7+5,Gd+Gd,TA+TA,Gd+TA,GasA+Ex,New+Partial,Somerst+Norm+Norm,Somerst+1Fam
383,60,RL,79.0,9245,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,939,939,GasA,Ex,Y,SBrkr,939,858,0,1797,0,0,2,1,3,1,Gd,8,Typ,0,None,Attchd,2006.0,RFn,2,639,TA,TA,Y,144,53,0,0,0,0,None,None,None,0,4,2007,WD,Normal,213500,2736,1797,2736,2.5,17.5,19152,6840.0,7+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,CollgCr+Norm+Norm,CollgCr+1Fam
384,45,RH,60.0,9000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,0,784,784,GasA,TA,N,FuseA,784,0,0,784,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1950.0,Unf,2,360,Fa,Fa,N,0,0,91,0,0,0,None,None,None,0,10,2009,WD,Normal,76000,1568,784,1568,1.0,6.0,9408,1568.0,6+3,Fa+Fa,Fa+Fa,TA+TA,GasA+TA,WD+Normal,SawyerW+Norm+Norm,SawyerW+1Fam
385,60,RL,80.0,53107,Pave,None,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,985,Unf,0,595,1580,GasA,Ex,Y,SBrkr,1079,874,0,1953,1,0,2,1,3,1,Gd,9,Typ,2,Fa,Attchd,1992.0,Fin,2,501,TA,TA,Y,216,231,0,0,0,0,None,None,None,0,6,2007,WD,Normal,240000,3533,2938,3533,3.5,21.0,21198,12365.5,6+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,ClearCr+Feedr+Norm,ClearCr+1Fam
386,120,RL,43.0,3182,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1232,1256,GasA,Ex,Y,SBrkr,1269,0,0,1269,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2,430,TA,TA,Y,146,20,0,0,144,0,None,None,None,0,4,2010,WD,Normal,192000,2525,1293,2525,2.0,16.0,20200,5050.0,8+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,Blmngtn+Norm+Norm,Blmngtn+TwnhsE
387,50,RL,58.0,8410,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Fa,PConc,TA,TA,No,Unf,0,Unf,0,658,658,GasA,TA,Y,SBrkr,658,526,0,1184,0,0,1,0,5,1,TA,8,Typ,0,None,None,0.0,None,0,0,None,None,N,0,151,0,0,0,0,None,None,None,0,5,2006,WD,AdjLand,81000,1842,1184,1842,1.0,5.0,9210,1842.0,5+3,TA+TA,None+None,TA+Fa,GasA+TA,WD+AdjLand,Edwards+Feedr+Norm,Edwards+1Fam
388,80,RL,72.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,TA,TA,CBlock,TA,TA,Av,ALQ,631,Unf,0,410,1041,GasA,Ex,Y,SBrkr,1125,0,0,1125,1,0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,1977.0,Unf,1,352,TA,TA,Y,296,0,0,0,0,0,None,GdWo,None,0,10,2009,WD,Abnorml,125000,2166,1756,2166,2.0,12.0,12996,4332.0,6+6,TA+TA,TA+TA,TA+TA,GasA+Ex,WD+Abnorml,Edwards+Norm+Norm,Edwards+1Fam
389,20,RL,93.0,9382,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,1468,GasA,Ex,Y,SBrkr,1479,0,0,1479,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1999.0,RFn,2,577,TA,TA,Y,120,25,0,0,0,0,None,None,None,0,7,2008,WD,Normal,191000,2947,1479,2947,2.0,14.0,20629,5894.0,7+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,CollgCr+Norm+Norm,CollgCr+1Fam
390,60,RL,96.0,12474,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1280,Unf,0,402,1682,GasA,Ex,Y,SBrkr,1742,590,0,2332,1,0,2,1,3,1,Ex,9,Typ,1,Ex,BuiltIn,2008.0,Fin,3,846,TA,TA,Y,196,134,0,0,0,0,None,None,None,0,8,2008,New,Partial,426000,4014,3612,4014,3.5,35.0,40140,14049.0,10+5,Ex+TA,TA+TA,Ex+TA,GasA+Ex,New+Partial,NridgHt+Norm+Norm,NridgHt+1Fam
391,50,RL,50.0,8405,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,241,BLQ,391,229,861,GasA,Ex,Y,SBrkr,961,406,0,1367,1,0,1,0,4,1,TA,7,Typ,0,None,Detchd,1978.0,Unf,1,384,TA,TA,Y,0,130,112,0,0,0,None,MnPrv,None,0,4,2008,WD,Normal,119000,2228,1999,2228,2.0,10.0,11140,4456.0,5+8,TA+Gd,TA+TA,TA+TA,GasA+Ex,WD+Normal,Edwards+Norm+Norm,Edwards+1Fam
392,60,RL,71.0,12209,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690,Unf,0,114,804,GasA,Ex,Y,SBrkr,804,1157,0,1961,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001.0,Fin,2,560,TA,TA,Y,125,192,0,0,0,0,None,None,None,0,6,2009,WD,Normal,215000,2765,2651,2765,3.5,21.0,16590,9677.5,6+5,Ex+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,Mitchel+Norm+Norm,Mitchel+1Fam
393,20,RL,73.0,8339,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,882,0,0,882,0,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1959.0,RFn,1,294,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,Shed,1200,7,2007,WD,Normal,106500,882,882,882,1.0,5.0,4410,882.0,5+7,None+None,TA+TA,TA+TA,GasA+TA,WD+Normal,NAmes+Norm+Norm,NAmes+1Fam
394,30,RL,52.0,7446,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,266,Unf,0,522,788,GasA,TA,Y,FuseA,788,0,0,788,0,0,1,0,2,1,TA,4,Typ,2,TA,None,0.0,None,0,0,None,None,Y,0,0,0,0,0,0,None,GdWo,None,0,4,2006,WD,Abnorml,100000,1576,1054,1576,1.0,4.0,6304,1576.0,4+5,TA+TA,None+None,TA+TA,GasA+TA,WD+Abnorml,BrkSide+Feedr+Norm,BrkSide+1Fam
395,50,RL,60.0,10134,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,735,735,GasA,Gd,Y,FuseA,735,299,0,1034,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1940.0,Unf,1,240,TA,TA,Y,0,39,0,0,0,0,None,None,None,0,7,2007,WD,Normal,109000,1769,1034,1769,1.0,5.0,8845,1769.0,5+6,TA+TA,TA+TA,TA+TA,GasA+Gd,WD+Normal,OldTown+Norm+Norm,OldTown+1Fam
396,20,RL,68.0,9571,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,739,Unf,0,405,1144,GasA,TA,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1956.0,Unf,1,596,TA,TA,Y,44,0,0,0,0,0,None,None,None,0,6,2010,WD,Normal,129000,2288,1883,2288,2.0,10.0,11440,4576.0,5+6,TA+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,Edwards+Norm+Norm,Edwards+1Fam
397,20,RL,60.0,7200,Pave,None,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,777,Unf,0,117,894,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,1985.0,RFn,2,600,TA,TA,Y,215,0,0,0,0,0,None,None,None,0,9,2009,WD,Normal,123000,1788,1671,1788,1.0,5.0,8940,1788.0,5+5,TA+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,CollgCr+Norm+Norm,CollgCr+1Fam
398,60,RL,69.0,7590,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,540,Unf,0,324,864,GasA,TA,Y,SBrkr,876,936,0,1812,0,0,2,0,4,1,TA,8,Typ,1,TA,Attchd,1962.0,RFn,1,264,TA,TA,Y,0,168,0,0,0,0,None,None,None,0,7,2007,WD,Normal,169500,2676,2352,2676,2.0,10.0,13380,5352.0,5+5,TA+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,NAmes+PosN+Norm,NAmes+1Fam
399,30,RM,60.0,8967,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,0,Unf,0,961,961,GasA,Gd,Y,Mix,1077,0,0,1077,0,0,1,0,2,1,TA,6,Maj2,0,None,Detchd,1920.0,Unf,1,338,Po,Po,N,0,0,0,0,0,0,None,None,None,0,11,2007,WD,Abnorml,67000,2038,1077,2038,1.0,5.0,10190,2038.0,5+2,Fa+Po,Po+Po,TA+Fa,GasA+Gd,WD+Abnorml,IDOTRR+Norm+Norm,IDOTRR+1Fam
400,60,FV,65.0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,812,Unf,0,280,1092,GasA,Ex,Y,SBrkr,1112,438,0,1550,1,0,2,0,2,1,Gd,7,Typ,0,None,Attchd,2007.0,Fin,2,438,TA,TA,Y,0,168,0,0,0,0,None,None,None,0,10,2009,WD,Normal,241000,2642,2362,2642,3.0,21.0,18494,7926.0,7+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,Somerst+Norm+Norm,Somerst+1Fam
401,120,RL,38.0,14963,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,474,1260,GasA,Ex,Y,SBrkr,1288,0,0,1288,1,0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1996.0,Fin,2,500,TA,TA,Y,120,30,0,0,224,0,None,None,None,0,12,2008,WD,Normal,245500,2548,2074,2548,2.5,20.0,20384,6370.0,8+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,Veenker+Norm+Norm,Veenker+TwnhsE
402,20,RL,65.0,8767,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1286,1310,GasA,Ex,Y,SBrkr,1310,0,0,1310,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2,400,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2006,New,Partial,164990,2620,1334,2620,2.0,14.0,18340,5240.0,7+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,New+Partial,CollgCr+Norm+Norm,CollgCr+1Fam
403,30,RL,60.0,10200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,672,672,GasA,Ex,Y,SBrkr,672,0,0,672,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1940.0,Unf,1,240,TA,TA,N,168,0,0,0,0,0,None,GdPrv,None,0,8,2008,WD,Normal,108000,1344,672,1344,1.0,5.0,6720,1344.0,5+8,TA+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,Sawyer+Norm+Norm,Sawyer+1Fam
404,60,RL,93.0,12090,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1141,1141,GasA,Gd,Y,SBrkr,1165,1098,0,2263,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1998.0,Fin,2,420,TA,TA,Y,144,123,0,0,0,0,None,None,None,0,7,2006,WD,Abnorml,258000,3404,2263,3404,2.5,20.0,27232,8510.0,8+5,Gd+TA,TA+TA,Gd+TA,GasA+Gd,WD+Abnorml,NoRidge+Norm+Norm,NoRidge+1Fam
405,60,RL,65.0,10364,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,806,806,GasA,Gd,Y,SBrkr,806,766,0,1572,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,373,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,5,2007,WD,Normal,168000,2378,1572,2378,2.5,15.0,14268,5945.0,6+5,Gd+TA,TA+TA,TA+TA,GasA+Gd,WD+Normal,Gilbert+Norm+Norm,Gilbert+1Fam
406,20,RL,71.0,9991,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1116,Unf,0,165,1281,GasA,Ex,Y,SBrkr,1620,0,0,1620,1,0,2,0,3,1,TA,8,Min1,1,TA,Attchd,1993.0,Unf,2,490,TA,TA,Y,120,78,0,0,0,0,None,GdWo,None,0,6,2009,WD,Normal,150000,2901,2736,2901,3.0,12.0,11604,8703.0,4+4,TA+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,Sawyer+Feedr+Norm,Sawyer+1Fam
407,50,RL,51.0,10480,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1064,1064,GasA,Ex,Y,FuseA,1166,0,473,1639,0,0,1,0,3,1,TA,6,Maj2,0,None,Detchd,1936.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,3,2008,WD,Normal,115000,2703,1639,2230,1.0,6.0,16218,2703.0,6+5,TA+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,SWISU+Norm+Norm,SWISU+1Fam
408,70,RL,63.0,15576,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,840,840,GasA,Ex,Y,SBrkr,840,840,0,1680,0,0,2,0,4,1,TA,8,Typ,0,None,Attchd,1960.0,Unf,1,308,TA,TA,Y,0,0,160,0,0,0,None,None,None,0,3,2008,WD,Normal,177000,2520,1680,2520,2.0,12.0,15120,5040.0,6+7,Gd+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,Crawfor+Norm+Norm,Crawfor+1Fam
